排名	name	run_time	上线时间	注册资本	地区	待收金额	涉及人数	事件类型
394	财富宝	2015.12	2014.02	3000.00万元	上海	-	-	停业
395	沃资本	2015.12	2014.08	1000.00万元	广东	-	-	提现困难
396	舒心贷	2015.12	-	1000.00万元	重庆	-	-	跑路
397	欣鼎贷	2015.12	2015.11	3000.00万元	河北	-	-	跑路
398	元宝街	2015.12	2014.08	1000.00万元	上海	-	-	停业
399	百事得财富	2015.12	2015.06	3000.00万元	湖南	-	-	跑路
400	融e365	2015.12	2014.12	1100.00万元	河北	-	-	停业
401	鑫满盈	2015.11	2015.09	3000.00万元	山西	-	-	提现困难
402	信财贷	2015.11	2014.03	3000.00万元	浙江	-	-	提现困难
403	恒通金融	2015.11	2015.05	1000.00万元	上海	-	-	跑路
404	6000贷	2015.11	-	1000.00万元	广东	-	-	跑路
405	合众融通	2015.11	2015.03	500.00万元	浙江	-	-	跑路
406	亚厚财富	2015.11	2015.05	2000.00万元	浙江	-	-	跑路
407	星云网	2015.11	2015.05	1000.00万元	浙江	-	-	跑路
408	速银E贷	2015.11	2014.12	1500.00万元	浙江	-	-	跑路
409	国鼎投融	2015.11	2013.08	500.00万元	浙江	-	-	跑路
410	贷记宝	2015.11	2012年	100.00万元	江苏	-	-	跑路
411	宝丰易贷	2015.11	2012年	1000.00万元	山西	-	-	跑路
412	祥晨财富	2015.11	2014.05	3000.00万元	河北	-	-	跑路
413	世昌金融	2015.11	2014.04	500.00万元	河北	-	-	跑路
414	一起富	2015.11	-	1000.00万元	河北	-	-	跑路
415	云联贷	2015.11	2014.10	1000.00万元	河北	-	-	跑路
416	鸿屹资本	2015.11	2014.06	500.00万元	河北	-	-	跑路
417	钱好贷	2015.11	2014.09	2000.00万元	重庆	-	-	跑路
418	荣钻贷	2015.11	2015.11	5000.00万元	江苏	-	-	跑路
419	农商贷	2015.11	2013.09	1500.00万元	安徽	-	-	跑路
420	日金贷	2015.11	2015.03	1000.00万元	安徽	-	-	跑路
421	壹诺理财	2015.11	2015.02	1000.00万元	天津	-	-	跑路
422	助民贷	2015.11	2015.08	50000.00万元	北京	-	-	跑路
423	鑫汇融合	2015.11	2013.08	1000.00万元	北京	-	-	跑路
424	斯格瑞特投资	2015.11	2015.11	1000.00万元	天津	-	-	跑路
425	云鼎汇融	2015.11	2015.07	5000.00万元	北京	-	-	跑路
426	德利汇金	2015.11	2015.03	10000.00万元	北京	-	-	跑路
427	鑫利源	2015.11	2015.08	1000.00万元	山东	-	-	跑路
428	荣桓世远	2015.11	2015.03	5000.00万元	山东	-	-	提现困难
429	零一贷	2015.11	2014.11	10000.00万元	广东	-	-	跑路
430	中投瑞银投资	2015.11	2015.10	5000.00万元	海南	-	-	跑路
431	享投网	2015.11	2015.07	5000.00万元	上海	-	-	跑路
432	检顺财富	2015.11	2015.08	3000.00万元	云南	-	-	停业
433	友友贷	2015.11	2012年	3000.00万元	福建	-	-	提现困难
434	博源e贷	2015.11	2015.09	1000.00万元	广西	-	-	跑路
435	龙腾理财	2015.11	2015.08	1000.00万元	山东	-	-	跑路
436	机器人金融	2015.11	2015.08	60000.00万元	广东	-	-	提现困难
437	宏量财富	2015.11	2015.09	2000.00万元	广东	-	-	跑路
438	九鼎投资	2015.11	2015.11	10000.00万元	河北	-	-	跑路
439	湘商贷	2015.11	2014.06	1000.00万元	湖南	-	-	跑路
440	蜜蜂兵团	2015.11	2014.11	2000.00万元	河北	-	-	跑路
441	伊凡诺投资	2015.11	2015.10	1000.00万元	湖北	-	-	跑路
442	鑫融城	2015.11	2015.02	1000.00万元	广东	-	-	跑路
443	益民贷	2015.11	2015.05	1000.00万元	广东	-	-	跑路
444	油财宝	2015.11	2015.05	10000.00万元	上海	-	-	跑路
445	光世界金融	2015.11	2015.04	5000.00万元	广东	-	-	跑路
446	久鼎创投	2015.11	2014.10	1000.00万元	江苏	-	-	提现困难
447	朋泉资本	2015.11	2015.10	10000.00万元	上海	-	-	跑路
448	融信中盛	2015.11	-	100.00万元	北京	-	-	跑路
449	处州贷	2015.11	2014.11	5000.00万元	浙江	-	-	跑路
450	利他人	2015.11	2014.09	5000.00万元	广东	-	-	停业
451	丰宏投资	2015.11	-	10000.00万元	北京	-	-	跑路
452	盈信网	2015.11	2014.07	2000.00万元	上海	-	-	跑路
453	西北贷	2015.11	2012年	1000.00万元	新疆	-	-	跑路
454	慧鸣贷	2015.11	2014.02	1000.00万元	上海	-	-	跑路
455	同城汇融	2015.11	2015.01	5000.00万元	山东	-	-	停业
456	乐点贷	2015.11	-	700.00万元	江西	-	-	跑路
457	上开投资	2015.11	-	5000.00万元	上海	-	-	跑路
458	久金投资	2015.11	2015.11	7800.00万元	上海	-	-	跑路
459	宝金所	2015.11	-	5000.00万元	江苏	-	-	跑路
460	钱根源	2015.11	2014.07	1000.00万元	广东	-	-	跑路
461	欣融贷	2015.11	-	1000.00万元	江苏	-	-	跑路
462	开开贷	2015.11	2011年	100.00万元	山东	-	-	提现困难
463	胜达投资	2015.11	-	1000.00万元	江西	-	-	跑路
464	蔬泽创投	2015.11	2015.09	21800.00万元	上海	-	-	跑路
465	汇投汇贷	2015.11	2015.05	5000.00万元	广东	-	-	提现困难
466	66财富	2015.11	2014.10	5000.00万元	四川	-	-	停业
467	大国贷	2015.11	2015.01	1000.00万元	上海	-	-	停业
468	金满盆	2015.11	-	1000.00万元	北京	-	-	跑路
469	富维贷	2015.11	2015.07	8000.00万元	安徽	-	-	跑路
470	众银财富	2015.11	-	9000.00万元	浙江	-	-	跑路
471	万民投资	2015.11	2014.08	3000.00万元	山东	-	-	提现困难
472	小蜜蜂理财	2015.11	-	6600.00万元	广东	-	-	跑路
473	讯贷网	2015.11	2013.11	1000.00万元	广东	-	-	经侦介入
474	吉林君昌投资	2015.11	-	1000.00万元	吉林	-	-	跑路
475	官银储	2015.11	2014.11	3000.00万元	广东	-	-	跑路
476	湘商盟	2015.11	2014.06	500.00万元	湖北	-	-	停业
477	丰银凯利	2015.11	2014.07	2000.00万元	湖南	-	-	停业
478	网络贷	2015.11	2013.11	500.00万元	广东	-	-	提现困难
479	睿圣宏泰	2015.11	2014.09	1100.00万元	山东	-	-	跑路
480	58钱管家	2015.10	2015.07	6000.00万元	黑龙江	-	-	提现困难
481	储金所	2015.10	2015.01	3000.00万元	上海	-	-	跑路
482	华邦财富	2015.10	2013.12	1000.00万元	河北	-	-	停业
483	玄谷金融	2015.10	2014.12	1000.00万元	上海	-	-	提现困难
484	春鹏易贷	2015.10	2014.09	1000.00万元	浙江	-	-	提现困难
485	圆梦巴巴	2015.10	2015.03	1000.00万元	山东	-	-	停业
486	贵禄财富	2015.10	2015.08	20000.00万元	上海	-	-	跑路
487	汇利通	2015.10	2015.04	1000.00万元	广东	-	-	提现困难
488	华美投资	2015.10	2015.10	1060.00万元	云南	-	-	跑路
489	盛天创投	2015.10	2015.09	5000.00万元	广东	-	-	跑路
490	民强财富	2015.10	2015.07	3000.00万元	山东	-	-	停业
491	第四市场	2015.10	2014.04	2000.00万元	北京	-	-	提现困难
492	众融在线	2015.10	2014.11	1000.00万元	北京	-	-	停业
493	金满仓	2015.10	-	500.00万元	广东	-	-	跑路
494	萨贝尔贷	2015.10	2015.07	5000.00万元	山东	-	-	提现困难
495	远行者	2015.10	2015.04	5000.00万元	北京	-	-	停业
496	车妈妈	2015.10	2014.12	3500.00万元	广东	-	-	提现困难
497	友信网投	2015.10	2015.07	3000.00万元	山东	-	-	提现困难
498	鑫茂创投	2015.10	2015.06	5000.00万元	山东	-	-	跑路
499	本利宝	2015.10	-	10000.00万元	广东	-	-	跑路
500	808信贷	2015.10	2011年	2500.00万元	江苏	-	-	提现困难
501	国控小微	2015.10	2014.03	1000.00万元	河南	-	-	提现困难
502	方圆财富	2015.10	-	500.00万元	合肥	-	-	提现困难
